"Mainstream National Schools 2009-2010 School Year.",,,,,,,,
"Schools in red have since closed",,,"Enrolment as on 30th September 2009",,,,,
"COUNTY","Roll No.","SCHOOL","ADDRESS 1","ADDRESS 2","TEL. NO.","GIRLS","BOYS","TOTAL"
"MONAGHAN","18234B","SCOIL NAOMH PADRAIG","EO-DHRUIM","CASTLEBLANEY",429746076,22,23,45
"MONAGHAN","18256L","SCOIL BHRIGHDE","SILVERSTREAM","MONAGHAN",4784977,33,29,62
"MONAGHAN","18401R","SCOIL MHUIRE","GLASLOCH","MUINEACHAN",4788356,47,42,89
"MONAGHAN","18482U","MHUIRE GRANSLA","LEACHTGALLON","CLUAIN EOIS",4751235,38,33,71
"MONAGHAN","18494E","ST LOUIS INFANT SCHOOL","PARK ROAD","MONAGHAN",4782913,147,182,329
"MONAGHAN","18539A","SCOIL NAOMH MHUIRE","CLUAIN TIOBRAID","CO MUINEACHAIN",4780729,72,61,133
"MONAGHAN","18820O","S N CHOLMCILLE","TAITHE BUI","CARRAIG MHACHAIRE ROIS",429378337,31,25,56
"MONAGHAN","19036C","SCOIL PHADRAIG","GARRANN","TYHOLLAND",4785378,20,13,33
"MONAGHAN","19162H","THREEMILEHOUSE N S","THREEMILEHOUSE","CO. MONAGHAN",4757492,65,64,129
"MONAGHAN","19251G","SCOIL NAOMH DEAGHA","INNISKEEN","DUNDALK",429378256,49,84,133
"MONAGHAN","19362P","ST PATRICKS N S","CLARA","KILLYBRONE",4787569,17,32,49
"MONAGHAN","19364T","KILLEEVAN CENTRAL N S","NEWBLISS","CO MONAGHAN",4754023,43,47,90
"MONAGHAN","19434O","LATTON","LATTON NS","CASTLEBLAYNEY",429742276,74,89,163
"MONAGHAN","19469K","NAOMH OLIVER PLUNKETT","LOCH MORN","CASTLEBLAYNEY",429745055,67,85,152
"MONAGHAN","19703P","DRUMCORRIN N S","DRUM","CO MONAGHAN",495552541,9,16,25
"MONAGHAN","19736H","SCOIL PHADRAIG","CORDUFF","CARRICKMACROSS",429669437,44,59,103
"MONAGHAN","19737J","CASTLEBLAYNEY CENT N S","CASTLEBLAYNEY","CO MONAGHAN",429740817,16,20,36
"MONAGHAN","19738L","ST DYMPNAS NS","TYDAVNET","CO MONAGHAN",4789441,32,42,74
"MONAGHAN","19780K","SCOIL BRIDE","MULLAGHRAFFERTY","CARRICKMACROSS",429662230,37,52,89
"MONAGHAN","19857T","SCOIL ROIS","CARRAIG MHACHAIRE ROIS","CO MHUINEACHAIN",429662267,96,110,206
"MONAGHAN","19884W","BALLYBAY CENTRAL NS","BALLYBAY","CO MONAGHAN",429741365,12,8,20
"MONAGHAN","19936P","GAELSCOIL ULTAIN","AN CNOC","MUINEACHAN",4784321,122,92,214
"MONAGHAN","20055N","GAELSCOIL EOIS","EANACH CILLE","LIOS  DARACH",4752162,17,12,29
"MONAGHAN","20067U","ST JOSEPHS N S","KNOCKATALLON","SCOTSTOWN",4789768,16,23,39
"MONAGHAN","20120V","St Tiarnach's Primary School","CLONES","CO MONAGHAN",4751398,107,133,240
"MONAGHAN","20174V","SCOIL EANNA","BALLYBAY","CO. MONAGHAN",429741172,111,112,223
"MONAGHAN","20246U","THE BILLIS NATIONAL SCHOOL","GLASLOUGH","CO MONAGHAN",4788245,17,21,38
"MONAGHAN","20327U","Gaelscoil Lorgan","Baile na Lorgan","Co Mhuineacháin",,31,21,52
"MONAGHAN","20337A","Edenmore N.S.","Emyvale","Co Monaghan",,44,50,94
"OFFALY","02413L","S N NAOMH EOIN","AN RATH","BIRR",50933011,59,39,98
"OFFALY","03220F","MERCY PRIMARY SCHOOL","BIRR","CO OFFALY",50920259,231,0,231
"OFFALY","05913A","KILCORMAC CONVENT N S","KILCORMAC","CO OFFALY",50935181,45,20,65
"OFFALY","07191V","S N SEOSAMH","GORTNAMONA","BLUEBALL",50654960,42,51,93
"OFFALY","07949I","S N OSMANN","BIRR","CO OFFALY",579120706,39,48,87
"OFFALY","09191I","GEASHILL 1 N S","GEASHILL","CO OFFALY",50643754,48,58,106
"OFFALY","10353P","CHARLEVILLE N S","CHARLEVILLE","TULLAMORE",50641581,38,63,101
"OFFALY","11203B","SEIR KIERANS N S","CLAREEN","BIRR",579131158,31,43,74
"OFFALY","12294M","ST CRONANS MIXED N S","BANAGHER","CO OFFALY",50951834,37,35,72
"OFFALY","12343W","SHINRONE MIXED N S","SHINRONE","CO OFFALY",50547223,72,59,131
"OFFALY","12370C","ST BRENDANS MONASTERY","BIRR","CO OFFALY",579121033,0,236,236
"OFFALY","13118U","CLARA CONVENT N S","CLARA","CO OFFALY",50631483,210,0,210
"OFFALY","13191H","HIGH ST MIXED N S","BELMONT","BIRR",90257246,36,44,80
"OFFALY","15325M","CLONBULLOGUE N S","CLONBULLOGUE","CO OFFALY",469730123,62,59,121
"OFFALY","15395K","MOUNT BOLUS N S","MOUNT BOLUS","TULLAMORE",50654946,18,24,42
"OFFALY","15638K","EDENDERRY 2 N S","EDENDERRY","CO OFFALY",469732231,43,46,89
"OFFALY","15656M","BALLYKILMURRY N S","BALLYKILMURRY","TULLAMORE",50641687,104,130,234
"OFFALY","15923J","CLONEYHURKE N S","CLONEYHURKE","PORTARLINGTON",50223271,20,18,38
"OFFALY","15983E","S N NAOMH BROGAIN","BRACKNA","RATHANGAN",50229047,38,49,87
"OFFALY","16013V","EDENDERRY CONVENT N S","ST MARYS ROAD","EDENDERRY",469731424,428,112,540
"OFFALY","16435B","ST CIARANS MIXED N S","BALLYCUMBER","CO OFFALY",50636351,53,51,104
"OFFALY","16620T","DAINGEAN N S","DAINGEAN","CO OFFALY",50653337,100,92,192
"OFFALY","16802C","CEANN EITIGH N S","CEANN EITIGH","BIRR",50937052,60,59,119
"OFFALY","16928B","S N NAOMH PHILOMENA","TULLAMORE","CO OFFALY",50621983,161,0,161
"OFFALY","16990G","S N NAOMH CALLIN","ROS SIONNAIGH","BALLINAHOWN",906454336,17,33,50
"OFFALY","17003A","S N SEOSAMH","MUINE GHALL","BIRR",50545286,28,27,55
"OFFALY","17031F","SHINCHILL N S","SHINCHILL","KILLEIGH",579344349,97,118,215
"OFFALY","17069H","S N MUIRE NAOFA","POLLACH","RAHAN",50655642,46,48,94
"OFFALY","17188P","S N CHIARAIN NAOFA","CLONMACNOIS NS","SHANNONBRIDGE",909674150,42,44,86
"OFFALY","17336E","S N MHUIRE BAINRIOGHAN","SCOIL MUIRE BAINRIOGHAN","DUN CHAIRN",50545252,37,34,71
"OFFALY","17359Q","ST CORMACS N S","KILCORMAC","CO OFFALY",50935192,0,27,27
"OFFALY","17508H","S N NAOMH CHOLUMCHILLE","DURROW","TULLAMORE",50632433,111,99,210
"OFFALY","17523D","S N CRONAIN NAOFA","DRUM UI CIANAIN","ROSCREA",50521863,104,131,235
"OFFALY","17540D","S N MHANACHAIN","AN TOBAR","AN MOTA",906481501,74,74,148
"OFFALY","17616K","NAOMH MHUIRE N S","INIS NA MBREATHNACH","GEISILL",50249686,42,50,92
"OFFALY","17637S","S N SHEOSAIMH NAOFA","BEAL ATHA NA GCARR","TULLAMORE",50643615,93,93,186
"OFFALY","17746A","SCOIL COLMAIN NAOFA","MUCLACH","SCREAGAIN",50641244,122,136,258
"OFFALY","17753U","S N CHIARAIN NAOFA","BREACH CHOILL","KILCORMAC",50935072,12,15,27
"OFFALY","17827A","SCOIL PHADRAIG","PORTARLINGTON","CO LAOIS",50223394,0,292,292
"OFFALY","18057F","SCOIL MHUIRE","TULLAMORE","CO OFFALY",50621222,326,86,412
"OFFALY","18068K","S N PEADAR AGUS POL","ATH AN URCHAIR","MOATE",579335282,14,19,33
"OFFALY","18115Q","S N MHUIRE","CLUAIN NA NGAMHAIN","TULLAMORE",50643594,47,60,107
"OFFALY","18157J","ST RYNAGHS N S","BANAGHER","CO OFFALY",579151419,135,156,291
"OFFALY","18267Q","CROINCHOILL N S","CROINCHILL","BIRR",50920803,99,109,208
"OFFALY","18328K","S N PHADRAIG","BAILE BHRIAIN","FAHY",469737365,65,73,138
"OFFALY","18331W","S N CAOIMHIN NAOFA","CLUAIN LISC","SHINRONE",50547421,45,51,96
"OFFALY","18335H","S N MHUIRE NAOFA","AN ROD","CO OFFALY",469737456,93,96,189
"OFFALY","18364O","S N MUIRE BAINRION","EDENDERRY","CO OFFALY",469731478,0,272,272
"OFFALY","18399K","S N BHRIDE","BAILE BUI","KILCORMAC",50935055,46,46,92
"OFFALY","18406E","S N PROINSIAS NAOFA","CLARACH","CO UA BHFAILGHE",50631383,0,211,211
"OFFALY","18524K","S N NAOMH BRIGHDE BUACH","TULLAMORE","CO OFFALY",50621194,0,176,176
"OFFALY","18537T","S N ROS COM RUA","ROS CUM RUA","ROSCREA",50931060,17,13,30
"OFFALY","18690E","SCOIL BHRIDE","AN CRUACHAN","AN TULACH MOR",469737465,45,50,95
"OFFALY","18777Q","S N LOMCHLUANA","AN CLOCHAN","CO UIBH FHAILI",50645224,40,35,75
"OFFALY","18795S","S N MHUIRE","CUL AN AIRNE","BLUE BALL",50654934,25,43,68
"OFFALY","18797W","S N NAOMH SEOSAMH","ARDEN VIEW","TULLAMORE",50641121,189,170,359
"OFFALY","19354Q","ST COLMANS N S","CAPPAGH","CROGHAN",4423452,37,65,102
"OFFALY","19638H","COOLDERRY CENTRAL NS","BROSNA","BIRR",50931152,46,61,107
"OFFALY","19713S","ARDEN BOYS NS","ARDEN VIEW","TULLAMORE",50651894,0,150,150
"OFFALY","19990V","GAELSCOIL AN EISCIR RIADA","CLUAIN CALGA","AN TULACH MHOR",5793252058,114,96,210
"OFFALY","20068W","ST MARYS NATIONAL SCHOOL","CLOGHAN","BIRR",906457421,30,27,57
"OFFALY","20189L","TULLAMORE EDUCATE TOGETHER NS","Collins Lane","Tullamore",579361190,39,81,120
"OFFALY","20267F","Scoil Bhríde Primary School","Carrick Road","Edenderry",469773451,67,84,151
"OFFALY","20273A","S N Chartaigh Naofa","Rahan","Tullamore",,72,78,150
"OFFALY","20289P","St. Cynoc's National School","Ferbane","Co. Offaly",,101,100,201
"OFFALY","20332N","Gaelscoil Éadan Doire","Club Sacair Bhaile Éadain Doire","Éadan Doire",,26,16,42
"ROSCOMMON","01086R","S N POL NAOFA","CASTLEREA","CO ROSCOMMON",949620566,0,49,49
"ROSCOMMON","01607T","S N COR NA FOLA B","ATHLONE","CO WESTMEATH",906437177,154,144,298
"ROSCOMMON","01866U","BALLYFORAN MIXED N S","BALLINASLOE","CO ROSCOMMON",906622300,34,37,71
"ROSCOMMON","02327S","MANTUA N S","CASTLEREA","CO ROSCOMMON",719635598,2,4,6
"ROSCOMMON","04800F","ROOSKEY N S","CARRICK ON SHANNON","CO ROSCOMMON",719638774,42,41,83
"ROSCOMMON","05220P","S N MICHIL NAOFA","WOODBROOK","CARRICK ON SHANNON",719621771,13,14,27
"ROSCOMMON","06100K","S N CILL RONAIN","BOYLE","CO ROSCOMMON",719647503,11,7,18
"ROSCOMMON","10967E","THREEN N S","CASTLEREA","CO ROSCOMMON",949621330,20,15,35
"ROSCOMMON","11201U","S N NAOMH PADRAIG","SCRABBAGH NS","KILMORE",719637245,9,4,13
"ROSCOMMON","11242L","CLOONBONNIF N S","CASTLEREA","CO ROSCOMMON",949640388,11,7,18
"ROSCOMMON","11466K","LISMOIL N S","CURRAGBOY","ATHLONE",906623373,6,6,12
"ROSCOMMON","11943S","BALLINLOUGH N S","BALLINLOUGH","CO ROSCOMMON",949640477,14,18,32
"ROSCOMMON","12003V","S N RONAIN","CAISLEAN SAMSAIN","BEAL AN MULLA",909683840,13,7,20
"ROSCOMMON","12754U","S N CNOC AN SAMHRAIDH","ATH LUAIN","CO WESTMEATH",906492037,133,142,275
"ROSCOMMON","12964I","S N NAOMH SEOSAMH","BALLYMURRAY","CO ROSCOMMON",906661217,26,39,65
"ROSCOMMON","13047A","S N LIOS A CUILL M","CASTLEREA","CO ROSCOMMON",949880383,39,35,74
"ROSCOMMON","13198V","ST ANNES CON N S","CASTLEREA","CO ROSCOMMON",949620482,106,44,150
"ROSCOMMON","13262E","CLOVER HILL N S","ROSCOMMON","CO ROSCOMMON",906625854,6,10,16
"ROSCOMMON","13498K","CLOONFOUR N S","ROOSKEY","VIA CARRICK ON SHANNON",719638177,22,19,41
"ROSCOMMON","13757I","TARMON N S","CASTLEREA","CO ROSCOMMON",949621143,39,51,90
"ROSCOMMON","13839K","CARRICK N S","CURRAGBOY","ATHLONE",906488293,14,17,31
"ROSCOMMON","13879W","SLATTA N S","S N SLATACH","KILGLASS",719638818,15,13,28
"ROSCOMMON","13978B","S N NAOMH PADRAIG","BEAL ATHA FEARNAN","BOYLE",719647232,17,10,27
"ROSCOMMON","14056G","MOUNT TALBOT N S","MOUNT TALBOT","CO ROSCOMMON",906624014,15,17,32
"ROSCOMMON","14356S","LISANISKEY N S","BALLYDOOLEY P O","ORAN",906662730,45,38,83
"ROSCOMMON","14684M","AUGHRIM N S","HILLSTREET","CARRICK ON SHANNON",719635596,23,13,36
"ROSCOMMON","14925I","S N NAOMH EOIN","BALLINAMEEN","BOYLE",719668344,16,16,32
"ROSCOMMON","14966W","KILTEEVAN N S","ROSCOMMON","CO ROSCOMMON",906625936,23,28,51
"ROSCOMMON","15043C","CLOCHAR NA TROCAIRE","MAINISTIR NA BUILLE","BOYLE",719662737,168,50,218
"ROSCOMMON","15045G","S N NAOMH PADRAIG","BEAL ATHA NA MBUILLI","CO ROSCOMMON",719633409,0,40,40
"ROSCOMMON","15083O","ST MARYS CONVENT N S","ROSCOMMON","CO ROSCOMMON",906626872,308,117,425
"ROSCOMMON","15255R","DON N S","BALLAGHADERREEN","CO ROSCOMMON",949880478,25,25,50
"ROSCOMMON","15308M","ATHLEAGUE N S","ATHLEAGUE","CO ROSCOMMON",906663420,10,19,29
"ROSCOMMON","15413J","BRIDESWELL N S","ATHLONE","CO WESTMEATH",906488272,35,29,64
"ROSCOMMON","15425Q","FAIRYMOUNT N S","FAIRYMOUNT NS","CASTLEREA",949870655,16,18,34
"ROSCOMMON","15531P","SCOIL MHUIRE,","NEWTOWN,","BALLINASLOE,",909643043,37,29,66
"ROSCOMMON","15543W","TIBOHINE N S","CASTLEREA","ROSCOMMON",949870729,24,29,53
"ROSCOMMON","15545D","CASTLEPLUNKETT N S","CASTLEPLUNKETT","CO ROSCOMMON",949651260,29,26,55
"ROSCOMMON","15557K","CLOONFAD N S","BALLYHAUNIS","CO MAYO",949646259,56,62,118
"ROSCOMMON","15584N","GRANGE N S","BOYLE","CO ROSCOMMON",719663424,15,22,37
"ROSCOMMON","15614T","TAUGHMACONNELL N S","TEACH MHIC CONAILL","BEAL ATHA NA SLUAIGHE",909683845,44,39,83
"ROSCOMMON","15628H","ST JOSEPHS B N S","BOYLE","CO ROSCOMMON",719662392,0,92,92
"ROSCOMMON","15664L","GRANLAHAN G N S","BALLINLOUGH","CO ROSCOMMON",949640366,16,21,37
"ROSCOMMON","15980V","CAMCLOON N S","ATHLONE","CO WESTMEATH",909673437,8,6,14
"ROSCOMMON","16009H","CARRICK MIXED N S","BALLINLOUGH","CO ROSCOMMON",949640411,48,40,88
"ROSCOMMON","16034G","TULSK N S","TUSLK","CASTLEREA",719639287,28,24,52
"ROSCOMMON","16127N","GORTHAGANNY N S","CARROWBEHY PO","CASTLEREA",949649323,46,52,98
"ROSCOMMON","16291D","CLOONCAGH N S","STROKESTOWN","CO ROSCOMMON",719633253,11,10,21
"ROSCOMMON","16334S","BALLINTUBBER N S","CASTLEREA","CO ROSCOMMON",949655276,64,44,108
"ROSCOMMON","16427C","CLONOWN N S","ATHLONE","CO WESTMEATH",906437448,15,15,30
"ROSCOMMON","16815L","S N NAOMH CEITHEACH","RUNAMOAT","CO ROSCOMMON",906662686,26,32,58
"ROSCOMMON","16816N","ATTYRORY N S","BALLINASLOE","CO GALWAY",909644309,20,9,29
"ROSCOMMON","17054R","S N ARD CIANAIN","DRUIM","ATHLONE",906437244,21,31,52
"ROSCOMMON","17094G","S N RATH CRUACHAN","BEAL ATHA NA GCEARR","CAISLEAN RIABHACH",719639282,12,16,28
"ROSCOMMON","17100V","S N RATH ARADH","ROSCOMMON","CO ROSCOMMON",906623393,15,16,31
"ROSCOMMON","17255E","SCOIL NA MAINISTREACH","AN CUAR BHOTHAR","ROSCOMAIN",906625100,0,194,194
"ROSCOMMON","17266J","BALLANAGARE N S","CASTLEREA","CO ROSCOMMON",949870564,23,28,51
"ROSCOMMON","17329H","S N PAROISTEACH","BOYLE","CO ROSCOMMON",719663555,11,12,23
"ROSCOMMON","17353E","S N CILL TROSTAIN","STROKESTOWN","CO ROSCOMMON",719633965,14,14,28
"ROSCOMMON","17492S","S N MHUIRE","KILMURRAY","CASTLEREA",949651316,12,19,31
"ROSCOMMON","17571O","KILMORE N S","CARRICK ON SHANNON","CO ROSCOMMON",719637003,21,31,52
"ROSCOMMON","17622F","S N LASAIR NAOFA","ARIGNA","CARRICK ON SHANNON",719646227,13,8,21
"ROSCOMMON","17709R","S N NAOMH MHUIRE","DRUMBOYLAN","LEITRIM P.O.",719621724,10,14,24
"ROSCOMMON","17748E","S N PADRAIG NAOFA","DUNGAR","CAISLEAIN RIABHACH",949870337,41,31,72
"ROSCOMMON","17808T","ST MARY'S PRIMARY","STROKESTOWN","CO ROSCOMMON",719633404,52,37,89
"ROSCOMMON","17849K","S N O DUBHLAIN","BALLAGH","KILROOSKEY",906625884,18,18,36
"ROSCOMMON","17904P","S N BRUSNA","BRUSNA","BEALACH A DOIRIN",949860009,45,44,89
"ROSCOMMON","18005J","SCOIL MHUIRE GAN SMAL","FIOBHACH DISEART","BEAL ATHA NA SLUAIGHE",906622200,4,8,12
"ROSCOMMON","18012G","S N CRUACHAIN","BOYLE","CO ROSCOMMON",719668366,48,48,96
"ROSCOMMON","18027T","CLOONIQUIN N S","AILFIONN","CAISLEAN RIABHACH",719635341,17,23,40
"ROSCOMMON","18061T","SCOIL MHUIRE","BALLYLEAGUE","LANESBORO PO",4321906,32,41,73
"ROSCOMMON","18116S","MNS CLUAIN TUAISCIRT","LANESBORO","CO LONGFORD",4321817,41,40,81
"ROSCOMMON","18165I","TISRARA NATIONAL SCHOOL","TIGH SRATHRA","CO ROSCOMMON",906623367,28,37,65
"ROSCOMMON","18182I","NAOMH ATRACHTA","KINGSLAND","MAINISTIR NA BUILLE",949870608,12,13,25
"ROSCOMMON","18194P","CIARAN NAOFA","FIODHARTA","CO ROS COMAIN",906663433,41,48,89
"ROSCOMMON","18272J","S N NAOMH EOIN","LECARROW","CO ROSCOMMON",906661242,20,18,38
"ROSCOMMON","18395C","S N CLUAIN NA CILLE","ATHLONE","CO WESTMEATH",906492569,85,76,161
"ROSCOMMON","18432F","S N BAILE UI FHIDHNE","SCREAMOG","CO ROSCOMMON",719633855,39,46,85
"ROSCOMMON","18454P","S N NAOMH TREASA","CARRAIGIN RUA","MAINISTIR NA BUILLE",719666162,40,60,100
"ROSCOMMON","18536R","S N MHUIRE LOURDES","LOCH GLINNE","CASTLEREA",949880165,50,46,96
"ROSCOMMON","18571T","S N CNOC AN CHROCAIRE","CNOC AN CHROCAIRE","CO ROSCOMMON",906661963,52,68,120
"ROSCOMMON","18626S","S N AN GLEANN DUIBH","KILTOOM","ATHLONE",906489317,48,54,102
"ROSCOMMON","18729F","BALLINTLEVA N S","CURRAGHBOY","ATHLONE",906622491,23,40,63
"ROSCOMMON","18742U","ROXBORO N S","DOIREAIN","ROSCOMAIN",906625703,65,71,136
"ROSCOMMON","19257S","STRABAGGAN N S","LOCH AILLINNE","CARA DROMA RUISG",719646140,19,12,31
"ROSCOMMON","19368E","S N NAOMH CIARAN","SCOIL NAOMH CIARAN","ROOTY CROSS  OLDTOWN PO",909673436,73,69,142
"ROSCOMMON","19534S","BALLYBAY CENTRAL","KILTOOM","ATHLONE",906489220,129,139,268
"ROSCOMMON","19720P","N MICHEAL AGUS PADRAIG","COOTEHALL","BOYLE",719667264,35,49,84
"ROSCOMMON","19809I","ABBEYCARTON NS","ELPHIN","CO ROSCOMMON",719635385,74,87,161
"ROSCOMMON","19815D","ST BRIDGETS N SCHOOL","FOUR MILE HOUSE","CO ROSCOMMON",906629570,51,56,107
"ROSCOMMON","19980S","ST ATTRACTAS N S","BALLAGHADERREEN","CO ROSCOMMON",949860646,108,130,238
"ROSCOMMON","20126K","GAELSCOIL DE HIDE","CNOC NA CRUIBE","BR NA GAILLIMHE",906628860,84,92,176
"SLIGO","02013S","BALLINTOGHER N S","BALLINTOGHER","SLIGO",719164939,45,58,103
"SLIGO","03924S","OWENBEG N S","OWENBEG P O","BALLINA",9649253,31,19,50
"SLIGO","04487E","S N NAITHI NAOFA","ACHONRY","TUBBERCURRY",719184395,50,54,104
"SLIGO","04802J","CLOONACOOL N S","TUBBERCURRY","CO SLIGO",719185709,46,48,94
"SLIGO","09691F","KILLEENDUFF N S","KILLEENDUFF","EASKEY BALLINA",9649228,16,16,32
"SLIGO","12140I","CULLEENS N S","CULLEENS","CO SLIGO",9636467,8,18,26
"SLIGO","12171T","CORBALLA N S","BALLINA","CO MAYO",9636287,46,48,94
"SLIGO","12537M","CARN N S","GURTEEN","BALLYMOTE",719182825,32,34,66
"SLIGO","12767G","S N RONAIN NAOFA","CLOONLOO","BOYLE",719663684,7,13,20
"SLIGO","13196R","RIVERSTOWN 2 N S","RIVERSTOWN","BOYLE",719165605,9,9,18
"SLIGO","13242V","CASTLEROCK N S","ACLARE","CO SLIGO",719181234,25,27,52
"SLIGO","13831R","MOYLOUGH N S","TUBBERCURRY","CO SLIGO",719186090,41,58,99
"SLIGO","13940W","ENNISCRONE N S","ENNISCRONE","CO SLIGO",9636299,53,54,107
"SLIGO","13944H","S N NAOMH ATRACHTA","KILMACTIGUE","ACLARE",719181345,10,3,13
"SLIGO","14051T","STOKANE NS","ENNISCRONE","BALLINA",9636673,15,19,34
"SLIGO","14636B","CARRAROE N S","AN CEATHRU RUA","SLIGEACH",719161843,131,140,271
"SLIGO","15004P","SCOIL ASICUS","LAR EASA","SLIGO",719168154,95,100,195
"SLIGO","15217J","ARDKEERIN N S","RIVERSTOWN","BOYLE",719165411,32,50,82
"SLIGO","15337T","S N MHUIRE","CAISLEAN GEAL","CLIFFONEY",719166758,19,17,36
"SLIGO","15342M","S N NAOMH MHUIRE","CEIS CHORAINN","BALLYMOTE",719183013,21,20,41
"SLIGO","15378K","ROCKFIELD N S","COOLANEY","CO SLIGO",719130539,59,68,127
"SLIGO","15431L","KILLAVILLE N S","BALLYMOTE","CO SLIGO",719182795,14,16,30
"SLIGO","15496Q","LEAFFONEY N S","KILGLASS","CO SLIGO",9649291,6,9,15
"SLIGO","15571E","KILGLASS N S","ENNISCRONE","CO SLIGO",9636688,35,35,70
"SLIGO","16044J","KILROSS N S","BALLINTOGHER","CO SLIGO",719130074,35,30,65
"SLIGO","16136O","CLIFFONEY N S","CLIFFONEY","CO SLIGO",719166578,40,42,82
"SLIGO","16492N","RATHLEE N S","EASKEY","CO SLIGO",9649243,41,41,82
"SLIGO","16781U","COOLBOCK N S","RIVERSTOWN","VIA BOYLE",719165832,19,14,33
"SLIGO","16793E","MARY IMMACULATE NS","COLLOONEY","CO SLIGO",719130255,54,0,54
"SLIGO","16927W","S N NAOMH SHEOSAIMH","KILMACTRANY","BOYLE",719647529,8,21,29
"SLIGO","17021C","S N PADRAIG NAOFA","BALLYWEELIN","BALLINFULL",719163548,36,41,77
"SLIGO","17277O","ST EDWARDS N S","BALLYTIVNAN","SLIGO",719143480,79,111,190
"SLIGO","17283J","S N PADRAIG NAOFA","GEEVAGH","BOYLE",719647453,63,49,112
"SLIGO","17599N","S N BAILE AN LUIG","BEAL TRA","SLIGEACH",719166883,18,18,36
"SLIGO","17641J","S N REALT NA MARA","ROSSES POINT","SLIGO",719177251,45,71,116
"SLIGO","17718S","S N SEOSAMH NAOFA","CUL MHAOILE","SLIGO",719167763,0,54,54
"SLIGO","17725P","S N BHRIDE","CARN","MONEYGOLD",7173081,12,21,33
"SLIGO","17774F","S N LISSARA NAOFA","BAILE NA CARRA","BAILE AN MHOTA",719130350,33,43,76
"SLIGO","17838F","S N EOIN NAOFA","BAILE EASA DARA","CO SLIGEACH",719167639,109,93,202
"SLIGO","17967Q","S N MULLACH RUA","GURTEEN","BALLYMOTE",719182568,22,21,43
"SLIGO","18029A","S N MUIRE GAN SMAL","DRUIMEANNA","TUBBERCURRY",719186046,45,42,87
"SLIGO","18053U","SOOEY N S","SUGHAIDH","CUL ATHA BOYLE",719165845,53,47,100
"SLIGO","18298E","S N CUL FADA","CUL FADA","BALLYMOTE",719182645,51,45,96
"SLIGO","18334F","S N CNOC MIONNA","BAILE AN MHÓTA","CO SHLIGIGH",719189272,36,31,67
"SLIGO","18366S","S N AODAIN","BALLINTRILLICK","CLIFFONEY",719176665,17,19,36
"SLIGO","18543O","S N CLOCHOG","CASTLEBALDWIN","BOYLE",719165655,44,42,86
"SLIGO","18575E","S N MOLAOISE","GRAINSEACH","SLIGEACH",719163419,140,133,273
"SLIGO","18580U","S N MUIRE GAN SMAL","CILL RUIS IOCHTAR","TEAMPALL BUI",9647300,9,8,17
"SLIGO","18592E","S N NAOMH IOSEF","ARD CHILL","TEMPLEBOY",9647393,16,16,32
"SLIGO","18711J","SIN MUIRE GAN SMAL","EANACH MOR","GURTEEN BALLYMOTE",719182590,2,3,5
"SLIGO","18715R","S N PAIRC ARD","DROMARD","CO SLIGO",719166891,44,46,90
"SLIGO","18979F","S N URSULA","STRANDHILL ROAD","SLIGO",719162835,222,162,384
"SLIGO","19389M","SN MUIRE GAN SMAL","DROIMBAN     CURRAIGH","BAILE AN MHOTA",949254878,50,45,95
"SLIGO","19392B","SCOIL NAOMH AODAIN","SCOIL AODAIN","MAINISTIR READHAIN",949860924,36,35,71
"SLIGO","19408N","RATHCORMACK N S","RATHCORMACK","CO SLIGO",719143962,119,114,233
"SLIGO","19416M","ST PAULS NS COLLOONEY","ST PAULS NS","COLLOONEY",719130491,30,30,60
"SLIGO","19495L","CARBURY NAT SCH","THE MALL","SLIGO",719161014,89,118,207
"SLIGO","19635B","RANSBORO NEW CENTRAL","STRANDHILL","CO SLIGO",719168117,89,94,183
"SLIGO","19688W","DROMORE WEST CENTRAL","DROMORE WEST","SLIGO",9647224,41,54,95
"SLIGO","19826I","ST BRENDANS NS","CARTRON","SLIGO TOWN",719145449,63,63,126
"SLIGO","19910U","SLIGO PROJECT SCHOOL","ABBEY QUARTER","SLIGO",719143073,35,56,91
"SLIGO","19923G","ST. JOSEPHS NATIONAL SCHOOL","BANADA","TOURLESTRANE",719181219,15,21,36
"SLIGO","19942K","ST PATRICKS NS","COOLGAGH","SLIGO",719144288,115,102,217
"SLIGO","19964U","SCOIL MHUIRE GAN SMAL","BALLYMOTE","CO SLIGO",719183894,112,123,235
"SLIGO","19974A","SCOIL EOIN NAOFA","SRAID AN TEAMPAILL","SLIGEACH",719162537,56,144,200
"SLIGO","19985F","OUR LADY OF MERCY N S","PEARSE ROAD","SLIGO",719171364,218,223,441
"SLIGO","20019J","HOLY FAMILY SCHOOL","TUBBERCURRY","CO. SLIGO",719186291,84,85,169
"SLIGO","20044I","GAELSCOIL CHNOC NA RE","BOTHAR BAILE UI DHUGAIN","SLIGEACH",719174019,102,82,184
"SLIGO","20113B","SCOIL CROI NAOFA","BUNNINADDEN","BALLYMOTE",719189064,31,36,67
"South Dublin","00714P","LUCAN B N S","LUCAN","CO DUBLIN",16281857,0,492,492
"South Dublin","00729F","CLOCHAR LORETO N S","GRANGE ROAD","RATHFARNHAM",14931640,517,0,517
"South Dublin","03359N","BALLYROAN    B N S","BALLYROAN","RATHFARNHAM",14931805,0,299,299
