Campus,Researcher Name,School,Department,Fund,Year Received,Date Received,Title,Total Award,Detailed Sponsor Name,Agency,Category
UCSD,"Eskin, Eleazar",Engnrng    ,CSE           ,28519A,2005,38400,Collaborative Research: SEIII: Estimating Haplotype Fre,295000,Information & Intelligent Systems,NSF,Space
UCSD,"WOOLEY, JOHN C.               ",ORGANIZED RESEARCH UNIT,CALIT2,82411A,2005,38534,Joint Center for Structural Genomics (JCSG-2)                                                                                                         ,4525959,NIH (NIGMS) NATL INST OF GENERAL MEDICAL SCIENCES,NIH,Space
UCSD,"KUESTER, FALKO                ",SCHOOL OF ENGINEERING,STRUCTURAL ENGINEERING,33054A,2006,38899,Development of Concrete Damage-Flow Rate Correlation using Integrated Structural Testing and X-Ray Tomography                                         ,234442,(NSF) NATIONAL SCIENCE FOUNDATION,NSF,Space
UCSD,"ELLISMAN, MARK H.             ",SCHOOL OF MEDICINE,NEUROSCIENCES                 ,23651A,2006,38961,The Fourth International Congress on Electron Tomography                                                                                              ,7000,NIH (NIGMS) NATL INST OF GENERAL ME,NIH,Space
UCSD,"MOVELLAN, JAVIER R.           ",ORGANIZED RESEARCH UNIT,INSTITUTE FOR NEURAL COMPUTATION,33003A,2006,38961,Infomax Neural Networks for Real Time Learning and Control                                                                                            ,287933,(NSF) NATIONAL SCIENCE FOUNDATION,NSF,Space
UCSD,"SCHURGERS, CURT               ",SCHOOL OF ENGINEERING,ELECTRICAL & COMPUTER ENGINEERING,28647A,2006,38961,Collaborative Research: Networking of Autonomous Underwater Explorers                                                                                 ,180920,(NSF) NATIONAL SCIENCE FOUNDATION,NSF,Space
UCSD,"ARZBERGER, PETER W.           ",SCHOOL OF MEDICINE,CENTER FOR RESEARCH ON BIOLOGICAL SYSTEM,33023A,2006,38961,Pacific Rim Application and Grid Middleware Assembly ,,(NSF) NATIONAL SCIENCE FOUNDATION,NSF,Space
UCSD,"WOOLEY, JOHN C.               ",ORGANIZED RESEARCH UNIT,CALIT2,28633A,2006,38961,An Annual Workshop on Automated Function Prediction                                                                                                   ,75000,(NSF) NATIONAL SCIENCE FOUNDATION,NSF,Space
UCSD,"PATRICK, KEVIN M              ",SCHOOL OF MEDICINE,FAMILY & PREVENTIVE MEDICINE,23665A,2006,38965,PACE-PC: Primary Care Management of Adolescent Obesity                                                                                                ,2204152,NIH (NCI) NATL CANCER INST,NIH,Space
UCSD,"PATRICK, KEVIN M              ",SCHOOL OF MEDICINE,FAMILY & PREVENTIVE MEDICINE,23666A,2006,38965,Ecological Memory Intervention of Diet Via Mobile Technology                                                                                          ,440515,NIH (NCI) NATL CANCER INST,NIH,Space
UCSD,"LANCKRIET, GERT               ",SCHOOL OF ENGINEERING,ELECTRICAL & COMPUTER ENGINEERING,33002A,2006,38975,Sparse Multivariate Data Analysis ,144000,(NSF) NATIONAL SCIENCE FOUNDATION,NSF,Space
UCSD,"NGUYEN, TRUONG QUANG",SCHOOL OF ENGINEERING,ELECTRICAL & COMPUTER ENGINEERING,28048A,2006,38985, Sonar Image Enhancement and Classification  ,137874,DN NAVAL SURFACE WARFARE CENTER,DOD,Space
UCSD,"ELLISMAN, MARK H.             ",SCHOOL OF MEDICINE,NEUROSCIENCES                 ,82529A,2006,38990,Neuroimaging Informatics Tools and Resources Clearinghouse                                                                                            ,307835,"TURNER CONSULTING GROUP, INC.",NIH,Space
UCSD,"ARZBERGER, PETER W.           ",SCHOOL OF MEDICINE,CENTER FOR RESEARCH ON BIOLOGICAL SYSTEM,82941A,2006,38991,CI-TEAM Implementation Project: Global Cyberbridges (GCB); A Model Global Collaboration Infrastructure for e-Science Between US and International Part,0,FLORIDA INTERNATIONAL UNIVERSITY ,NSF,Space
UCSD,"LEVY, THOMAS E                ",SOCIAL SCIENCE,ANTHROPOLOGY                  ,33031A,2007,39083,Doctoral Dissertation Improvement Grant: Social Boundaries and Secondary State Formation in Southern Jordan: Modeling Iron Age Settlement Patterns in ,12000,(NSF) NATIONAL SCIENCE FOUNDATION,NSF,Space
UCSD,"FRANCESCHETTI, MASSIMO        ",SCHOOL OF ENGINEERING,ELECTRICAL & COMPUTER ENGINEERING,33041A,2007,39114,Wave Diversity in Wireless Communication                                                                                                              ,179902,(NSF) NATIONAL SCIENCE FOUNDATION,NSF,Space
UCSD,"ELLISMAN, MARK H.             ",SCHOOL OF MEDICINE,NEUROSCIENCES                 ,82567A,2007,39142,Grid Tools for Cardiac Data and Models                                                                                                                ,544499,JOHNS HOPKINS UNIVERSITY,NIH,Space
UCSD,"FRANCESCHETTI, MASSIMO        ",SCHOOL OF ENGINEERING,ELECTRICAL & COMPUTER ENGINEERING,27202A,2007,39178,"From physics to communication, a unified space-time approach to wireless communication                                                                ",300000,(ONR) OFFICE OF NAVAL RESEARCH,DOD,Space
UCSD,"ELLISMAN, MARK H.             ",SCHOOL OF MEDICINE,NEUROSCIENCES                 ,23786A,2007,39203,A Replacement 300Kv IVEM for Meso-Scale 3 D Data Acquisition at the NCMIR                                                                             ,2000000,NIH NATL CTR RESEARCH RESOURCES (IN,NIH,Space
UCSD,"BOURNE, PHILIP E              ",SCHOOL OF PHARMACY,PHARMACEUTICAL SCIENCE,33086A,2007,39264,SGER: SciTube.tv: Video Delivery of Papers Published in PLoS Journals                                                                                 ,177620,(NSF) NATIONAL SCIENCE FOUNDATION,NSF,Space
UCSD,"ORLITSKY, ALON                ",SCHOOL OF ENGINEERING,ELECTRICAL & COMPUTER ENGINEERING,78575A,2007,39264,Anonymizing/Compressing Network Logs to Facilitate Sharing Security Information between Organizations                                                 ,33000,"HIGH PERFORMANCE TECHNOLOGIES, INC.",DOD,Space
UCSD,"PATRICK, KEVIN M              ",SCHOOL OF MEDICINE,FAMILY & PREVENTIVE MEDICINE,30603A,2007,39304,A Tool for Geospatial Analysis of Physical Activity -                                                                                                 ,3126808,NIH (NCI) NATL CANCER INST,NIH,Space
UCSD,"PAPADOPOULOS, PHILIP M        ",ORGANIZED RESEARCH UNIT,SAN DIEGO SUPERCOMPUTER CENTER,28162A,2007,39309,SDCI: NMI: Improvement: The Rocks Cluster Toolkit and Extensions to Build User-Defined Cyberenvironments                                              ,1685000,(NSF) NATIONAL SCIENCE FOUNDATION,NSF,Space
UCSD,"KRUEGER, INGOLF HEIKO         ",SCHOOL OF ENGINEERING,COMPUTER SCIENCE & ENGINEERING,28127A,2007,39309,ASOSA: Automotive Service-Oriented Software & Systems Engineering                                                                                     ,431000,(NSF) NATIONAL SCIENCE FOUNDATION,NSF,Space
UCSD,"VARDY, ALEXANDER              ",SCHOOL OF ENGINEERING,ELECTRICAL & COMPUTER ENGINEERING,28189A,2007,39324,Collaborative Research Next Generation Decoders For Reed-Solomon Codes                                                                                ,117522,(NSF) NATIONAL SCIENCE FOUNDATION,NSF,Space
UCSD,"FOUNTAIN, TONY R.             ",ORGANIZED RESEARCH UNIT,CALIT2,28149A,2007,39326,SDCI NMI: The Ring Buffer Network Bus (RBNB) Data Turbine Streaming Data Environment.                                                                 ,956000,(NSF) NATIONAL SCIENCE FOUNDATION,NSF,Space
UCSD,"COTTRELL, GARRISON W          ",SCHOOL OF ENGINEERING,COMPUTER SCIENCE & ENGINEERING,33017A,2007,39331,The Temporal Dynamics of Learning                                                                                                                     ,0,(NSF) NATIONAL SCIENCE FOUNDATION,NSF,Space
UCSD,"BOURNE, PHILIP E              ",SCHOOL OF PHARMACY,PHARMACEUTICAL SCIENCE,28183A,2007,39340,CyberBridge                                                                                                                                           ,1581220,(NSF) NATIONAL SCIENCE FOUNDATION,NSF,Space
UCSD,"KIM, YOUNG-HAN                ",SCHOOL OF ENGINEERING,ELECTRICAL & COMPUTER ENGINEERING,28178A,2007,39340,Collaborative Research: The Role of Feedback in Two-Way Communication Networks                                                                        ,300000,(NSF) NATIONAL SCIENCE FOUNDATION,NSF,Space
UCSD,"MARTONE, MARYANN E            ",SCHOOL OF MEDICINE,NEUROSCIENCES                 ,30480A,2007,39349,Community Development of the Cell Centered Database ,1174200,NIH (NINDS) NATL INST OF NEUROLOGIC,NIH,Space
UCSD,"JAVIDI, TARA                  ",SCHOOL OF ENGINEERING,ELECTRICAL & COMPUTER ENGINEERING,28173A,2007,39356,Collaborative Research:  New Communication Infrastructures for Networked Coordinated Control                                                          ,204841,(NSF) NATIONAL SCIENCE FOUNDATION,NSF,Space
UCSD,"FOUNTAIN, TONY R.             ",ORGANIZED RESEARCH UNIT,CALIT2,82960A,2007,39356,"MoveBank: An Integrated Data Collection, Management, and Analysis System for Animal Tracking Research                                                 ",640001,University of the State of New York,NSF,Space
UCSD,"SCHURGERS, CURT               ",SCHOOL OF ENGINEERING,ELECTRICAL & COMPUTER ENGINEERING,78574A,2007,39370,Bidirectional Inductive On-Body Network (BIONET) for Warfighter Physiological Status Monitoring (WPSM) ,10000,DA ARMY MEDICAL RESEARCH AND MATERIEL COMMAND ,DOD,Space
UCSD,"KIM, YOUNG-HAN                ",SCHOOL OF ENGINEERING,ELECTRICAL & COMPUTER ENGINEERING,28194A,2008,39479,"CAREER: Network Information Theory: Coding for Communication, Control and Computing                                                                   ",400001,(NSF) NATIONAL SCIENCE FOUNDATION,NSF,Space
UCSD,"KRUEGER, INGOLF HEIKO         ",SCHOOL OF ENGINEERING,COMPUTER SCIENCE & ENGINEERING,16019N,2008,39511,Seminar on Service Oriented Architecture Research Issues                                                                                              ,25000,DN (SPAWAR) SPACE & NAVAL WARFARE S,SPAWAR,Space
UCSD,"WANG, JOSEPH",SCHOOL OF ENGINEERING,NANOENGINEERING               ,27852A,2008,39629,CHARACTERIZATION OF NANOPARTICLE-LINKED BIOMOLECULE ASSEMBLIES FOR ADVANCED BIOELECTRONIC DETECTION                                                   ,631466,(NSF) NATIONAL SCIENCE FOUNDATION,NSF,Space
UCSD,"VECCHIO, KENNETH S",SCHOOL OF ENGINEERING,NANOENGINEERING               ,78583A,2008,39630,Ultrasonic Consolidation Pre-Processing of MIL Composites                                                                                             ,40000,"SOLIDICA, INC.",DOD,Space
UCSD,"WANG, JOSEPH",SCHOOL OF ENGINEERING,NANOENGINEERING               ,30796A,2008,39630,Wearable Nanosensor Array for Real-Time Monitoring of Diesel and Gasoline Exhaust                                                                     ,212637,(UCR) UC RIVERSIDE,NIH,Space
UCSD,"WANG, JOSEPH",SCHOOL OF ENGINEERING,NANOENGINEERING               ,82877A,2008,39630,Sensor System for Explosive Detection Based on Multiple Orthogonal Detection Schemes                                                                  ,24918,ARIZONA STATE UNIVERSITY/TEMPE,DOD,Space
UCSD,"WANG, JOSEPH",SCHOOL OF ENGINEERING,NANOENGINEERING               ,83090A,2008,39630,Sensor Technology for Rapid Microbial Identification and Susceptibility Testing                                                                       ,241020,BRENTWOOD BIOMEDICAL RESEARCH INSTI,NIH,Space
UCSD,"PATRICK, KEVIN M              ",SCHOOL OF MEDICINE,FAMILY & PREVENTIVE MEDICINE,30785A,2008,39654,Planned CORR: Planned Care for Obesity and Risk Reduction                                                                                             ,3733034,"NIH (NHLBI) NATL HEART, LUNG & BLOO",NIH,Space
UCSD,"WANG, JOSEPH",SCHOOL OF ENGINEERING,NANOENGINEERING               ,23917A,2008,39661,Improving the Detection Limit of Potentiometric Sensors                                                                                               ,463711.13,NIH (NIBIB) NATL INST OF BIOMEDICAL,NIH,Space
UCSD,"PATRICK, KEVIN M              ",SCHOOL OF MEDICINE,FAMILY & PREVENTIVE MEDICINE,30842A,2008,39661,PACE-CALL: A Weight Control Intervention for Survivors of Childhood Leukemia                                                                          ,382388,NIH (NCI) NATL CANCER INST,NIH,Space
UCSD,"BROWN, SHELDON GLENN          ",ARTS AND HUMANITIES,VISUAL ART,27874A,2008,39675,Collaborative Research: Establishing an I/UCRC Center for Multicore Productivity Research (CMPR)                                                      ,10000,(NSF) NATIONAL SCIENCE FOUNDATION,NSF,Space
UCSD,"MARTONE, MARYANN E            ",SCHOOL OF MEDICINE,NEUROSCIENCES                 ,23963A,2008,39692,"OPERATION, SUPPORT AND ENHANCEMENT OF THE NEUROSCIENCE INFORMATION FRAMEWORK                                                                          ",6038867,NIH (NIDA) NATL INST ON DRUG ABUSE,NIH,Space
UCSD,"WANG, JOSEPH",SCHOOL OF ENGINEERING,NANOENGINEERING               ,27258A,2008,39692,"Integrated Biocomputing Systems for ""Sense and Treat"" Injured Soldiers                                                                                ",861696,(ONR) OFFICE OF NAVAL RESEARCH,DOD,Space
UCSD,"RAO, BHASKAR D.               ",SCHOOL OF ENGINEERING,ELECTRICAL & COMPUTER ENGINEERING,27834A,2008,39706,Theory and Algorithms for Exploiting Sparsity in Signal Processing Applications                                                                       ,536147,(NSF) NATIONAL SCIENCE FOUNDATION,NSF,Space
UCSD,"VARDY, ALEXANDER              ",SCHOOL OF ENGINEERING,ELECTRICAL & COMPUTER ENGINEERING,26871A,2008,39706,"Collaborative Research: Coding for NANO-devices, flash memories, and VLSI circuits                                                                    ",300000,(NSF) NATIONAL SCIENCE FOUNDATION,NSF,Space
UCSD,"MARTONE, MARYANN E            ",SCHOOL OF MEDICINE,NEUROSCIENCES                 ,83175A,2008,39721,RadLex Ontology Project                                                                                                                               ,28221,RADIOLOGICAL SOCIETY OF NORTH AMERI,NIH,Space
UCSD,"VARDY, ALEXANDER              ",SCHOOL OF ENGINEERING,ELECTRICAL & COMPUTER ENGINEERING,26879A,2008,39722,"Collaborative Research: CDI-Type I: Realizing the Ultimate Potential of List Error-Correction: Theory, Practice, and Applications                     ",332500,(NSF) NATIONAL SCIENCE FOUNDATION,NSF,Space
UCSD,"CHA, JENNIFER N",SCHOOL OF ENGINEERING,NANOENGINEERING               ,82886A,2008,39797,Lithographically Directed Biomolecular Assembly of Functional Nanostructures for Sub-10 nm Electronic Devices                                         ,214430,COLUMBIA UNIVERSITY,DOD,Space
UCSD,"MANOVICH, LEV Z               ",ART AND HUMANITIES,VISUAL ART,23155A,2009,39814,Visualizing Patterns in Databases of Cultural Images and Video ,7969,"NFAH HUMANITIES, NATIONAL ENDOWMENT",NFAH,Space
UCSD,"VECCHIO, KENNETH S",SCHOOL OF ENGINEERING,NANOENGINEERING               ,78594A,2009,39845,Fundamental Transmission Electron Microscopy Study of Boron Carbide and Silicon Carbide Ceramic Materials                                             ,100000,BAE SYSTEMS,DOD,Space
UCSD,"ARZBERGER, PETER W.           ",SCHOOL OF MEDICINE,CENTER FOR RESEARCH ON BIOLOGICAL SYSTEM,27360A,2009,39944,NSF Intergovernmental Personnel Act (IPA) Assignment:  Dr. Peter Arzberger                                                                            ,234042,(NSF) NATIONAL SCIENCE FOUNDATION,NSF,Space
UCSD,"ELLISMAN, MARK H.             ",SCHOOL OF MEDICINE,NEUROSCIENCES                 ,26205A,2009,39965,Support of the Distribution of Data from the NIH Pediatric MRI Data Repository                                                                        ,145765,NIH (NIDA) NATL INST ON DRUG ABUSE,NIH,Space
UCSD,"ESENER, SADIK C",SCHOOL OF ENGINEERING,NANOENGINEERING               ,83214A,2009,39965,Nanotechnology based detection for rare cell assays                                                                                                   ,100000,"MAGNESENSORS, INC.",NIH,Space
UCSD,"WOOLEY, JOHN C.               ",ORGANIZED RESEARCH UNIT,CALIT2,28491A,2009,39965,RNC for Genome and Metagenomic Standards                                                                                                              ,496175,(NSF) NATIONAL SCIENCE FOUNDATION,NSF,Space
UCSD,"CHA, JENNIFER N",SCHOOL OF ENGINEERING,NANOENGINEERING               ,28462A,2009,39995,"Low-Cost, Manufacturable Approaches for Wafer-Level Generation of Nanoscale Device Arrays                                                             ",450000,(NSF) NATIONAL SCIENCE FOUNDATION,NSF,Space
UCSD,"VECCHIO, KENNETH S",SCHOOL OF ENGINEERING,NANOENGINEERING               ,78599A,2009,39995,Ultrasonic Consolidation Pre-Processing of MIL Composites                                                                                             ,40000,"SOLIDICA, INC.",DOD,Space
UCSD,"WANG, JOSEPH",SCHOOL OF ENGINEERING,NANOENGINEERING               ,87105A,2009,39995,"Parallel In Situ Screening of Remediation Strategies for Improved Decision Making, Remedial Design, and Cost Savings                                  ",21000,ARIZONA STATE UNIVERSITY/TEMPE,DOD,Space
UCSD,"MOVELLAN, JAVIER R.           ",ORGANIZED RESEARCH UNIT,INSTITUTE FOR NEURAL COMPUTATION,87103A,2009,40008,Facial Feature Recognition,45000,(USC) UNIVERSITY OF SOUTHERN CALIFO,DOD,Space
UCSD,"MENG, YING SHIRLEY",SCHOOL OF ENGINEERING,NANOENGINEERING               ,83645A,2009,40026,Northeastern Chemical Energy Storage Center                                                                                                           ,110000,STONY BROOK UNIVERSITY (A STATE UNI,DOE,Space
UCSD,"BARTLETT, MARIAN S.           ",ORGANIZED RESEARCH UNIT,INSTITUTE FOR NEURAL COMPUTATION,23455A,2009,40026,HCC: Medium: Collaborative Research: Computational analysis of nonverbal behavior in adaptive tutoring                                                ,799618,(NSF) NATIONAL SCIENCE FOUNDATION,NSF,Space
UCSD,"NGUYEN, TRUONG QUANG",SCHOOL OF ENGINEERING,ELECTRICAL & COMPUTER ENGINEERING,28061A,2009,40032,Modeling Abnormal Events for the Detection of Suicide Bombers ,80577,DN NAVAL SURFACE WARFARE CENTER,DOD,Space
UCSD,"BROWN, SHELDON GLENN          ",ARTS AND HUMANITIES,VISUAL ART,25273A,2009,40040,Collaborative Research: Establishing a Center for Hybrid Multicore Productivity Research                                                              ,275000,(NSF) NATIONAL SCIENCE FOUNDATION,NSF,Space
UCSD,"NGUYEN, TRUONG QUANG          ",SCHOOL OF ENGINEERING,ELECTRICAL & COMPUTER ENGINEERING,87120A,2009,40051,Signal Analysis and Classification for Porous Silicon Artificial Nose (POSAN) ,40000,"Rhevision Technology, Inc.",DOD,Space
UCSD,"LIN, BILL                     ",SCHOOL OF ENGINEERING,ELECTRICAL & COMPUTER ENGINEERING,23185A,2009,40057,NeTS:  Medium:  Collaborative Research:  Towards Versatile and Programmable Measurement Architecture for Future Networks                              ,200000,(NSF) NATIONAL SCIENCE FOUNDATION,NSF,Space
UCSD,"MENG, YING SHIRLEY",SCHOOL OF ENGINEERING,NANOENGINEERING               ,25549A,2009,40071,New In Situ Analytical Electron Microscopy for Understanding Structure Evolution and Composition Change in High Energy Density Electrode Materials in ,247000,(DOE) DEPARTMENT OF ENERGY WASHINGT,DOE,Space
UCSD,"CHA, JENNIFER N",SCHOOL OF ENGINEERING,NANOENGINEERING               ,25424A,2009,40078,Manufacturable Approaches for Nanometer Resolution Patterning                                                                                         ,300000,DN (SPAWAR) SPACE & NAVAL WARFARE S,DOD,Space
UCSD,"HUANG, JEANNIE S              ",SCHOOL OF MEDICINE,PEDIATRICS,25604A,2009,40080,TAHLCTexting to promote Adolescent Health Literacy and Chronic Disease Management                                                                     ,999891,NIH (NCMHD) Natl Ctr on Minority He,NIH,Space
UCSD,"ELLISMAN, MARK H.             ",SCHOOL OF MEDICINE,NEUROSCIENCES                 ,24741A,2009,40084,IVEM and Image Analysis Resource                                                                                                                      ,3180439,NIH NATL CTR RESEARCH RESOURCES (IN,NIH,Space
UCSD,"BARTLETT, MARIAN S.           ",ORGANIZED RESEARCH UNIT,INSTITUTE FOR NEURAL COMPUTATION,25512A,2009,40086,Sensorimotor Learning of Facial Expressions: A Novel Intervention for Autism                                                                          ,991790,NIH (NIMH) NATL INST OF MENTAL HEAL,NIH,Space
UCSD,"MENG, YING SHIRLEY",SCHOOL OF ENGINEERING,NANOENGINEERING               ,82086A,2009,40087,Mixed Metal Composite Oxides for High Energy Li-ion Batteries                                                                                         ,25000,NEI CORPORATION ,NASA,Space
UCSD,"WANG, JOSEPH",SCHOOL OF ENGINEERING,NANOENGINEERING               ,25589A,2009,40087,Collaborative Research: Rationale Design of Enhanced Catalytic Nanomotors?                                                                            ,200000,(NSF) NATIONAL SCIENCE FOUNDATION,NSF,Space
UCSD,"MCKITTRICK, JOANNA M          ",SCHOOL OF ENGINEERING,MECHANICAL/AEROSPACE ENGINEERING,25674A,2009,40087,Phosphors for Near UV-Emitting LEDs for Efficacious Generation of White Light                                                                         ,175000,(DOE) DEPARTMENT OF ENERGY PITTSBUR,DOE,Space
UCSD,"MENG, YING SHIRLEY",SCHOOL OF ENGINEERING,NANOENGINEERING               ,82085A,2009,40114,High Capacity and High Voltage Composite Oxide Cathode for Li-ion Batteries                                                                           ,25000,NEI CORPORATION ,NASA,Space
UCSD,"ELLISMAN, MARK H.             ",SCHOOL OF MEDICINE,NEUROSCIENCES                 ,83240A,2009,40133,Understanding Stroma-Tumor Co-Dependency ,154500,"WASHINGTON UNIVERSITY, (ST. LOUIS, ",NIH,Space
UCSD,"WANG, JOSEPH",SCHOOL OF ENGINEERING,NANOENGINEERING               ,87162A,2009,40147,An Integrated Multi-test Sensor System for Battlefield Forensics                                                                                      ,61207,GEORGIA INSTITUTE OF TECHNOLOGY,DOD,Space
UCSD,"ELLISMAN, MARK H.             ",SCHOOL OF MEDICINE,NEUROSCIENCES                 ,25732A,2009,40171,Serial Block-Face Scanner for Meso-Scale Biological Imaging                                                                                           ,500000,NIH NATL CTR RESEARCH RESOURCES (IN,NIH,Space
UCSD,"VECCHIO, KENNETH S",SCHOOL OF ENGINEERING,NANOENGINEERING               ,87170A,2010,40254,Advanced Metallic Intermetallic Laminate Composites ,10000,"SOLIDICA, INC.",DOD,Space
UCSD,"MENG, YING SHIRLEY",SCHOOL OF ENGINEERING,NANOENGINEERING               ,82638A,2010,40287,Advanced Cathode Materials ,30000,"CHEMAT TECHNOLOGY, INC.",DOD,Space
UCSD,"HELLER, MICHAEL J",SCHOOL OF ENGINEERING,NANOENGINEERING               ,27658A,2010,40386,"Ultra-Rapid Next GenerationPathogen Identification ""Chemical and Biological Technologies""                                                             ",1086883,DOD DEFENSE THREAT REDUCTION AGENCY,DOD,Space
UCSD,"BROWN, SHELDON GLENN          ",ARTS AND HUMANITIES,VISUAL ART,27913A,2010,40398,Collaborative Research: Interactive Situational Awareness Simulation - A View from the Clouds                                                         ,80000,(NSF) NATIONAL SCIENCE FOUNDATION,NSF,Space
UCSD,"BROWN, SHELDON GLENN          ",ARTS AND HUMANITIES,VISUAL ART,27914A,2010,40406,EAGER: A Cultural Analytics Framework for Indentifying and Integrating Creative Patterns of User Behavior and Experience in the Scalable City Multi-Us,300000,(NSF) NATIONAL SCIENCE FOUNDATION,NSF,Space
UCSD,"JAVIDI, TARA                  ",SCHOOL OF ENGINEERING,ELECTRICAL & COMPUTER ENGINEERING,27960A,2010,40422,CIF: Small: Controlling Uncertainty: On Sequential Refinement of Belief                                                                               ,380554,(NSF) NATIONAL SCIENCE FOUNDATION,NSF,Space
UCSD,"HILL, LINDA LOUISE            ",SCHOOL OF MEDICINE,FAMILY & PREVENTIVE MEDICINE,NA,2010,40424,Physician Training Award in Preventive Medicine ,299750,PHS (HRSA) HEALTH RESOURCES & SERVI,NIH,Space
UCSD,"GOODWIN, ANDREW PRATT         ",SCHOOL OF ENGINEERING,NANOENGINEERING               ,27970A,2010,40428,Enzyme-Responsive Nanoemulsions as Tumor-Specific Ultrasound Contrast Agents for Early Breast Cancer Screening                                        ,176858,NIH (NCI) NATL CANCER INST,NIH,Space
UCSD,"CHA, JENNIFER N",SCHOOL OF ENGINEERING,NANOENGINEERING               ,27978A,2010,40430,Bio-inspired Routes for Synthesizing Efficient Nanoscale Platinum Electrocatalysts                                                                    ,230000,(DOE) DEPARTMENT OF ENERGY WASHINGT,DOE,Space
UCSD,"HILL, LINDA LOUISE            ",SCHOOL OF MEDICINE,FAMILY & PREVENTIVE MEDICINE,28071A,2010,40430,Preventive Medicine Residency                                                                                                                         ,844040,PHS (HRSA) HEALTH RESOURCES & SERVI,NIH,Space
UCSD,"WOOLEY, JOHN C.",ORGANIZED RESEARCH UNIT,CALIT2,87328A,2010,40435,Joint Center for Structural Genomics ,3565550,SCRIPPS CLINIC AND RESEARCH FOUNDAT      ,NIH,Space
UCSD,"MOVELLAN, JAVIER R.           ",ORGANIZED RESEARCH UNIT,INSTITUTE FOR NEURAL COMPUTATION,NA,2010,40436,SoCs:An International Social Network for Early Childhood Education                                                                                    ,749998,(NSF) NATIONAL SCIENCE FOUNDATION,NSF,Space
UCSD,"PATRICK, KEVIN M              ",SCHOOL OF MEDICINE,FAMILY & PREVENTIVE MEDICINE,30603A,2010,40438,A Tool for Geospatial Analysis and Physical Activity                                                                                                  ,1000,NIH (NCI) NATL CANCER INST,NIH,Space
UCSD,"CHEN, SHAOCHEN                ",SCHOOL OF ENGINEERING,NANOENGINEERING               ,28214A,2010,40441,A Microfabrication Platform for Direct Printing Vascularized Functional Tissue Co                                                                     ,1511608,,NIH,Space
UCSD,"HILL, LINDA LOUISE            ",SCHOOL OF MEDICINE,FAMILY & PREVENTIVE MEDICINE,28284A,2010,40445,Equipment to Enhance Training for Health Professionals (EETHP) - Preventive Medicine Residency Program (PMRP)                                         ,299750,PHS (HRSA) HEALTH RESOURCES & SERVI,NIH,Space
UCSD,"FAINMAN, YESHAIAHU            ",SCHOOL OF ENGINEERING,ELECTRICAL & COMPUTER ENGINEERING,28246A,2010,40445,Theory and Measurements of Purcell Effect in Metallo-dielectric Laser Cavities                                                                        ,149994,National Science Foundation (NSF)(FS),NSF,Space
UCSD,"LI, WEIZHONG                  ",ORGANIZED RESEARCH UNIT,CENTER FOR RESEARCH ON BIOLOGICAL SYSTEM,28245A,2010,40447,"Novel Methods for Effective Analysis, Assembly and Comparison of HMP Sequences                                                                        ",1184754,NIH (NHGRI) NATL HUMAN GENOME RESEA,NIH,Space
UCSD,"WEST, RUTH                    ",ORGANIZED RESEARCH UNIT,Center for research on computing arts,28249A,2010,40449,ImageQuest: Citizens Advancing Biology with Calibrated Imaging and Validated Analysis                                                                 ,293043,National Science Foundation (NSF)(FS),NSF,Space
UCSD,"CHEN, SHAOCHEN                ",SCHOOL OF ENGINEERING,NANOENGINEERING               ,28237A,2010,40450,Plasmonic  Nanostructures for Light Manipulation at Nanoscale                                                                                         ,90000,,DOD,Space
UCSD,"MENG, YING SHIRLEY",SCHOOL OF ENGINEERING,NANOENGINEERING               ,87368A,2010,40451,GRIDS: Lead-Acid Flow Battery Technology                                                                                                              ,500000,,DOE,Space
UCSD,"MENG, YING SHIRLEY",SCHOOL OF ENGINEERING,NANOENGINEERING               ,87366A,2010,40458,High Capacity and High Voltage Composite Oxide Cathode for Li-ion Batteries                                                                           ,76650,,NASA,Space
UCSD,"FRANCESCHETTI, MASSIMO        ",SCHOOL OF ENGINEERING,ELECTRICAL & COMPUTER ENGINEERING,28275A,2010,40458,An Engineering Approach to Strategic Decision Making over Social Networks                                                                             ,50000,"DA ARMY RESEARCH, DURHAM, N.C. OFFI",DOD,Space
UCSD,"HELLER, MICHAEL J",SCHOOL OF ENGINEERING,NANOENGINEERING               ,87380A,2010,40470,"Rapid Fabrication Process for Transparent, Thin and Flexible Hybrid Power Systems                                                                     ",100000,,DOD,Space
UCSD,"GRETHE, JEFFREY S.            ",ORGANIZED RESEARCH UNIT,CENTER FOR RESEARCH ON BIOLOGICAL SYSTEM,87414A,2010,40485,National Alliance for Medical Image Computing                                                                                                         ,13278,NIH (NIBIB) NATL INST OF BIOMEDICAL IMAGING & BIOE,NIH,Space
UCSD,"GRETHE, JEFFREY S.            ",ORGANIZED RESEARCH UNIT,CENTER FOR RESEARCH ON BIOLOGICAL SYSTEM,87415A,2010,40485,National Alliance for Medical Image Computing                                                                                                         ,78409,NIH (NIBIB) NATL INST OF BIOMEDICAL IMAGING & BIOE,NIH,Space
UCSD,"TALBOT, JAN B                 ",SCHOOL OF ENGINEERING,NANOENGINEERING               ,87396A,2010,40499,Solar High Temperature Water Splitting Cycle with Quantum Boost                                                                                       ,100000,,DOE,Space
